time_slot,agent,p,pb_dn,pb_up,pr_dn,pr_up,s_dn,s_up,spot_price
106,127,0.0,11.0,11.0,11.0,11.0,0.0,0.0,537.090027
106,128,0.0,22.0,22.0,22.0,22.0,0.0,0.0,537.090027
106,129,7.2,0.0,7.2,0.0,7.2,0.0,0.0,537.090027
106,130,0.0,11.0,11.0,11.0,11.0,0.0,0.0,537.090027
106,131,0.0,22.0,22.0,22.0,22.0,0.0,0.0,537.090027
106,132,0.0,22.0,22.0,22.0,22.0,0.0,0.0,537.090027
106,133,0.0,7.2,7.2,7.2,7.2,0.0,0.0,537.090027
106,134,0.0,11.0,11.0,11.0,11.0,0.0,0.0,537.090027
106,135,0.0,11.0,11.0,11.0,11.0,0.0,0.0,537.090027
106,136,0.0,22.0,22.0,22.0,22.0,0.0,0.0,537.090027
106,137,0.0,11.0,11.0,11.0,11.0,0.0,0.0,537.090027
106,138,0.0,22.0,22.0,22.0,22.0,0.0,0.0,537.090027
106,139,0.0,11.0,11.0,11.0,11.0,0.0,0.0,537.090027
106,140,0.0,22.0,22.0,22.0,22.0,0.0,0.0,537.090027
106,141,0.0,7.2,7.2,7.2,7.2,0.0,0.0,537.090027
106,142,0.0,11.0,11.0,11.0,11.0,0.0,0.0,537.090027
106,143,0.0,7.2,7.2,7.2,7.2,0.0,0.0,537.090027
106,144,0.0,7.2,7.2,7.2,7.2,0.0,0.0,537.090027
106,145,0.0,7.2,7.2,7.2,7.2,0.0,0.0,537.090027
106,146,0.0,7.2,7.2,7.2,7.2,0.0,0.0,537.090027
106,147,0.0,22.0,22.0,22.0,22.0,0.0,0.0,537.090027
106,148,0.0,7.2,7.2,7.2,7.2,0.0,0.0,537.090027
106,149,0.0,22.0,22.0,22.0,22.0,0.0,0.0,537.090027
106,150,0.0,7.2,7.2,7.2,7.2,0.0,0.0,537.090027
106,151,0.0,22.0,22.0,22.0,22.0,0.0,0.0,537.090027
106,152,0.0,11.0,11.0,11.0,11.0,0.0,0.0,537.090027
106,153,0.0,7.2,7.2,7.2,7.2,0.0,0.0,537.090027
106,154,0.0,22.0,22.0,22.0,22.0,0.0,0.0,537.090027
106,155,0.0,22.0,22.0,22.0,22.0,0.0,0.0,537.090027
106,156,0.0,11.0,11.0,11.0,11.0,0.0,0.0,537.090027
106,157,0.0,22.0,22.0,22.0,22.0,0.0,0.0,537.090027
106,158,0.0,22.0,22.0,22.0,22.0,0.0,0.0,537.090027
106,159,0.0,22.0,22.0,22.0,22.0,0.0,0.0,537.090027
106,160,0.0,7.2,7.2,7.2,7.2,0.0,0.0,537.090027
106,161,0.0,11.0,11.0,11.0,11.0,0.0,0.0,537.090027
106,162,0.0,22.0,22.0,22.0,22.0,0.0,0.0,537.090027
106,163,0.0,7.2,7.2,7.2,7.2,0.0,0.0,537.090027
106,164,0.0,7.2,7.2,7.2,7.2,0.0,0.0,537.090027
106,165,0.0,7.2,7.2,7.2,7.2,0.0,0.0,537.090027
106,166,0.0,22.0,22.0,22.0,22.0,0.0,0.0,537.090027
106,167,0.0,7.2,7.2,7.2,7.2,0.0,0.0,537.090027
107,0,12.083978,9.9160215,22.0,9.9160215,22.0,0.0,0.0,485.040009
107,1,19.479434,2.520566,22.0,2.520566,22.0,0.0,0.0,485.040009
107,2,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,3,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,4,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,5,11.0,0.0,11.0,0.0,11.0,0.0,0.0,485.040009
107,6,6.0,1.2,7.2,1.2,7.2,0.0,0.0,485.040009
107,7,4.662508,6.337492,11.0,6.337492,11.0,0.0,0.0,485.040009
107,8,11.0,0.0,11.0,0.0,11.0,0.0,0.0,485.040009
107,9,6.1624703,15.83753,22.0,15.83753,22.0,0.0,0.0,485.040009
107,10,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,11,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,12,10.559478,0.44052245,11.0,0.44052245,11.0,0.0,0.0,485.040009
107,13,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,14,11.0,0.0,11.0,0.0,11.0,0.0,0.0,485.040009
107,15,3.5411065,18.458894,22.0,18.458894,22.0,0.0,0.0,485.040009
107,16,9.1666667,1.8333333,11.0,1.8333333,11.0,0.0,0.0,485.040009
107,17,9.9650624,12.034938,22.0,12.034938,22.0,0.0,0.0,485.040009
107,18,9.1666667,1.8333333,11.0,1.8333333,11.0,0.0,0.0,485.040009
107,19,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,20,2.142098,19.857902,22.0,19.857902,22.0,0.0,0.0,485.040009
107,21,11.0,0.0,11.0,0.0,11.0,0.0,0.0,485.040009
107,22,6.3572998,0.84270017,7.2,0.84270017,7.2,0.0,0.0,485.040009
107,23,1.3892314,20.610769,22.0,20.610769,22.0,0.0,0.0,485.040009
107,24,2.8383121,19.161688,22.0,19.161688,22.0,0.0,0.0,485.040009
107,25,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,26,0.0,11.0,11.0,11.0,11.0,0.0,0.0,485.040009
107,27,15.535055,6.4649449,22.0,6.4649449,22.0,0.0,0.0,485.040009
107,28,10.571836,0.4281637,11.0,0.4281637,11.0,0.0,0.0,485.040009
107,29,10.653124,11.346876,22.0,11.346876,22.0,0.0,0.0,485.040009
107,30,5.4413433,16.558657,22.0,16.558657,22.0,0.0,0.0,485.040009
107,31,2.8294156,8.1705844,11.0,8.1705844,11.0,0.0,0.0,485.040009
107,32,10.314049,0.68595078,11.0,0.68595078,11.0,0.0,0.0,485.040009
107,33,0.0,11.0,11.0,11.0,11.0,0.0,0.0,485.040009
107,34,10.639351,11.360649,22.0,11.360649,22.0,0.0,0.0,485.040009
107,35,9.1666667,1.8333333,11.0,1.8333333,11.0,0.0,0.0,485.040009
107,36,11.0,0.0,11.0,0.0,11.0,0.0,0.0,485.040009
107,37,11.0,0.0,11.0,0.0,11.0,0.0,0.0,485.040009
107,38,11.0,0.0,11.0,0.0,11.0,0.0,0.0,485.040009
107,39,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,40,9.1666667,1.8333333,11.0,1.8333333,11.0,0.0,0.0,485.040009
107,41,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,42,9.1666667,1.8333333,11.0,1.8333333,11.0,0.0,0.0,485.040009
107,43,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,44,18.437089,3.5629109,22.0,3.5629109,22.0,0.0,0.0,485.040009
107,45,1.5251629,20.474837,22.0,20.474837,22.0,0.0,0.0,485.040009
107,46,10.056363,0.94363674,11.0,0.94363674,11.0,0.0,0.0,485.040009
107,47,9.1666667,1.8333333,11.0,1.8333333,11.0,0.0,0.0,485.040009
107,48,9.8128855,1.1871145,11.0,1.1871145,11.0,0.0,0.0,485.040009
107,49,11.0,0.0,11.0,0.0,11.0,0.0,0.0,485.040009
107,50,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,51,6.2494322,0.95056779,7.2,0.95056779,7.2,0.0,0.0,485.040009
107,52,9.1666667,1.8333333,11.0,1.8333333,11.0,0.0,0.0,485.040009
107,53,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,54,11.0,0.0,11.0,0.0,11.0,0.0,0.0,485.040009
107,55,4.3676802,17.63232,22.0,17.63232,22.0,0.0,0.0,485.040009
107,56,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,57,3.2711494,18.728851,22.0,18.728851,22.0,0.0,0.0,485.040009
107,58,6.4488022,0.75119776,7.2,0.75119776,7.2,0.0,0.0,485.040009
107,59,10.179297,0.82070305,11.0,0.82070305,11.0,0.0,0.0,485.040009
107,60,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,61,0.0,11.0,11.0,11.0,11.0,0.0,0.0,485.040009
107,62,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,63,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,64,9.1666667,1.8333333,11.0,1.8333333,11.0,0.0,0.0,485.040009
107,65,4.3209675,6.6790325,11.0,6.6790325,11.0,0.0,0.0,485.040009
107,66,0.7993817,21.200618,22.0,21.200618,22.0,0.0,0.0,485.040009
107,67,11.0,0.0,11.0,0.0,11.0,0.0,0.0,485.040009
107,68,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,69,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,70,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,71,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,72,17.251358,4.7486424,22.0,4.7486424,22.0,0.0,0.0,485.040009
107,73,7.1169219,14.883078,22.0,14.883078,22.0,0.0,0.0,485.040009
107,74,6.3741352,0.82586482,7.2,0.82586482,7.2,0.0,0.0,485.040009
107,75,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,76,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,77,5.8406329,16.159367,22.0,16.159367,22.0,0.0,0.0,485.040009
107,78,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,79,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,80,9.1666667,1.8333333,11.0,1.8333333,11.0,0.0,0.0,485.040009
107,81,9.5998327,1.4001673,11.0,1.4001673,11.0,0.0,0.0,485.040009
107,82,10.12754,0.87246005,11.0,0.87246005,11.0,0.0,0.0,485.040009
107,83,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,84,6.0,1.2,7.2,1.2,7.2,0.0,0.0,485.040009
107,85,10.913547,0.086452902,11.0,0.086452902,11.0,0.0,0.0,485.040009
107,86,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,87,11.0,0.0,11.0,0.0,11.0,0.0,0.0,485.040009
107,88,3.9876973,18.012303,22.0,18.012303,22.0,0.0,0.0,485.040009
107,89,9.1666667,1.8333333,11.0,1.8333333,11.0,0.0,0.0,485.040009
107,90,0.0,11.0,11.0,11.0,11.0,0.0,0.0,485.040009
107,91,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,92,11.877361,10.122639,22.0,10.122639,22.0,0.0,0.0,485.040009
107,93,8.5425568,13.457443,22.0,13.457443,22.0,0.0,0.0,485.040009
107,94,16.273172,5.7268277,22.0,5.7268277,22.0,0.0,0.0,485.040009
107,95,10.021124,0.9788765,11.0,0.9788765,11.0,0.0,0.0,485.040009
107,96,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,97,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,98,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,99,2.2310537,19.768946,22.0,19.768946,22.0,0.0,0.0,485.040009
107,100,9.3982934,1.6017066,11.0,1.6017066,11.0,0.0,0.0,485.040009
107,101,6.0,1.2,7.2,1.2,7.2,0.0,0.0,485.040009
107,102,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,103,11.0,0.0,11.0,0.0,11.0,0.0,0.0,485.040009
107,104,9.7313265,12.268674,22.0,12.268674,22.0,0.0,0.0,485.040009
107,105,7.2978633,3.7021367,11.0,3.7021367,11.0,0.0,0.0,485.040009
107,106,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,107,7.7383922,3.2616078,11.0,3.2616078,11.0,0.0,0.0,485.040009
107,108,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,109,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,110,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,111,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,112,6.8897793,15.110221,22.0,15.110221,22.0,0.0,0.0,485.040009
107,113,9.3572878,1.6427122,11.0,1.6427122,11.0,0.0,0.0,485.040009
107,114,11.0,0.0,11.0,0.0,11.0,0.0,0.0,485.040009
107,115,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,116,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,117,7.0113919,0.18860813,7.2,0.18860813,7.2,0.0,0.0,485.040009
107,118,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,119,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,120,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,121,15.890765,6.1092351,22.0,6.1092351,22.0,0.0,0.0,485.040009
107,122,19.275739,2.7242609,22.0,2.7242609,22.0,0.0,0.0,485.040009
107,123,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,124,10.458903,0.54109722,11.0,0.54109722,11.0,0.0,0.0,485.040009
107,125,6.0,1.2,7.2,1.2,7.2,0.0,0.0,485.040009
107,126,9.1666667,1.8333333,11.0,1.8333333,11.0,0.0,0.0,485.040009
107,127,9.1666667,1.8333333,11.0,1.8333333,11.0,0.0,0.0,485.040009
107,128,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,129,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,130,1.7090224,9.2909776,11.0,9.2909776,11.0,0.0,0.0,485.040009
107,131,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,132,7.2138697,14.78613,22.0,14.78613,22.0,0.0,0.0,485.040009
107,133,7.1083129,0.091687147,7.2,0.091687147,7.2,0.0,0.0,485.040009
107,134,9.6778864,1.3221136,11.0,1.3221136,11.0,0.0,0.0,485.040009
107,135,9.1666667,1.8333333,11.0,1.8333333,11.0,0.0,0.0,485.040009
107,136,8.969842,13.030158,22.0,13.030158,22.0,0.0,0.0,485.040009
107,137,11.0,0.0,11.0,0.0,11.0,0.0,0.0,485.040009
107,138,4.0854982,17.914502,22.0,17.914502,22.0,0.0,0.0,485.040009
107,139,10.309788,0.69021209,11.0,0.69021209,11.0,0.0,0.0,485.040009
107,140,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,141,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,142,11.0,0.0,11.0,0.0,11.0,0.0,0.0,485.040009
107,143,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,144,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,145,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,146,6.0,1.2,7.2,1.2,7.2,0.0,0.0,485.040009
107,147,12.784517,9.2154832,22.0,9.2154832,22.0,0.0,0.0,485.040009
107,148,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,149,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,150,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,151,17.137173,4.8628265,22.0,4.8628265,22.0,0.0,0.0,485.040009
107,152,9.1666667,1.8333333,11.0,1.8333333,11.0,0.0,0.0,485.040009
107,153,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,154,11.246181,10.753819,22.0,10.753819,22.0,0.0,0.0,485.040009
107,155,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,156,9.4518823,1.5481177,11.0,1.5481177,11.0,0.0,0.0,485.040009
107,157,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,158,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,159,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,160,7.034341,0.16565901,7.2,0.16565901,7.2,0.0,0.0,485.040009
107,161,9.3467526,1.6532474,11.0,1.6532474,11.0,0.0,0.0,485.040009
107,162,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,163,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,164,7.2,0.0,7.2,0.0,7.2,0.0,0.0,485.040009
107,165,6.0,1.2,7.2,1.2,7.2,0.0,0.0,485.040009
107,166,0.0,22.0,22.0,22.0,22.0,0.0,0.0,485.040009
107,167,6.5451136,0.65488636,7.2,0.65488636,7.2,0.0,0.0,485.040009
108,0,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,1,15.812767,6.1872327,22.0,6.1872327,22.0,0.0,0.0,469.450012
108,2,7.2,0.0,7.2,0.0,7.2,0.0,0.0,469.450012
108,3,0.0,22.0,22.0,22.0,22.0,0.0,0.0,469.450012
108,4,10.748976,11.251024,22.0,11.251024,22.0,0.0,0.0,469.450012
108,5,9.6363455,1.3636545,11.0,1.3636545,11.0,0.0,0.0,469.450012
108,6,4.8,2.4,7.2,2.4,7.2,0.0,0.0,469.450012
108,7,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,8,9.3215452,1.6784548,11.0,1.6784548,11.0,0.0,0.0,469.450012
108,9,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,10,7.2,0.0,7.2,0.0,7.2,0.0,0.0,469.450012
108,11,10.920276,11.079724,22.0,11.079724,22.0,0.0,0.0,469.450012
108,12,8.7261442,2.2738558,11.0,2.2738558,11.0,0.0,0.0,469.450012
108,13,0.0,22.0,22.0,22.0,22.0,0.0,0.0,469.450012
108,14,9.5328483,1.4671517,11.0,1.4671517,11.0,0.0,0.0,469.450012
108,15,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,16,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,17,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,18,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,19,0.0,22.0,22.0,22.0,22.0,0.0,0.0,469.450012
108,20,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,21,9.6048098,1.3951902,11.0,1.3951902,11.0,0.0,0.0,469.450012
108,22,5.1572998,2.0427002,7.2,2.0427002,7.2,0.0,0.0,469.450012
108,23,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,24,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,25,1.1744685,20.825531,22.0,20.825531,22.0,0.0,0.0,469.450012
108,26,2.6590592,8.3409408,11.0,8.3409408,11.0,0.0,0.0,469.450012
108,27,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,28,8.738503,2.261497,11.0,2.261497,11.0,0.0,0.0,469.450012
108,29,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,30,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,31,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,32,8.4807159,2.5192841,11.0,2.5192841,11.0,0.0,0.0,469.450012
108,33,6.4449792,4.5550208,11.0,4.5550208,11.0,0.0,0.0,469.450012
108,34,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,35,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,36,9.4506186,1.5493814,11.0,1.5493814,11.0,0.0,0.0,469.450012
108,37,9.9857873,1.0142127,11.0,1.0142127,11.0,0.0,0.0,469.450012
108,38,10.692807,0.30719273,11.0,0.30719273,11.0,0.0,0.0,469.450012
108,39,11.739766,10.260234,22.0,10.260234,22.0,0.0,0.0,469.450012
108,40,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,41,6.0526981,1.1473019,7.2,1.1473019,7.2,0.0,0.0,469.450012
108,42,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,43,7.2,0.0,7.2,0.0,7.2,0.0,0.0,469.450012
108,44,14.770422,7.2295775,22.0,7.2295775,22.0,0.0,0.0,469.450012
108,45,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,46,8.2230299,2.7769701,11.0,2.7769701,11.0,0.0,0.0,469.450012
108,47,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,48,7.9795522,3.0204478,11.0,3.0204478,11.0,0.0,0.0,469.450012
108,49,10.221255,0.77874541,11.0,0.77874541,11.0,0.0,0.0,469.450012
108,50,14.510288,7.4897125,22.0,7.4897125,22.0,0.0,0.0,469.450012
108,51,5.0494322,2.1505678,7.2,2.1505678,7.2,0.0,0.0,469.450012
108,52,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,53,0.0,22.0,22.0,22.0,22.0,0.0,0.0,469.450012
108,54,11.0,0.0,11.0,0.0,11.0,0.0,0.0,469.450012
108,55,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,56,7.0524979,14.947502,22.0,14.947502,22.0,0.0,0.0,469.450012
108,57,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,58,5.2488022,1.9511978,7.2,1.9511978,7.2,0.0,0.0,469.450012
108,59,8.3459636,2.6540364,11.0,2.6540364,11.0,0.0,0.0,469.450012
108,60,7.2,0.0,7.2,0.0,7.2,0.0,0.0,469.450012
108,61,4.4406081,6.5593919,11.0,6.5593919,11.0,0.0,0.0,469.450012
108,62,7.2,0.0,7.2,0.0,7.2,0.0,0.0,469.450012
108,63,7.2,0.0,7.2,0.0,7.2,0.0,0.0,469.450012
108,64,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,65,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,66,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,67,11.0,0.0,11.0,0.0,11.0,0.0,0.0,469.450012
108,68,7.2,0.0,7.2,0.0,7.2,0.0,0.0,469.450012
108,69,13.98992,8.0100804,22.0,8.0100804,22.0,0.0,0.0,469.450012
108,70,7.5096483,14.490352,22.0,14.490352,22.0,0.0,0.0,469.450012
108,71,7.2,0.0,7.2,0.0,7.2,0.0,0.0,469.450012
108,72,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,73,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,74,5.1741352,2.0258648,7.2,2.0258648,7.2,0.0,0.0,469.450012
108,75,0.0,22.0,22.0,22.0,22.0,0.0,0.0,469.450012
108,76,0.0,22.0,22.0,22.0,22.0,0.0,0.0,469.450012
108,77,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,78,7.2,0.0,7.2,0.0,7.2,0.0,0.0,469.450012
108,79,7.2,0.0,7.2,0.0,7.2,0.0,0.0,469.450012
108,80,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,81,7.7664994,3.2335006,11.0,3.2335006,11.0,0.0,0.0,469.450012
108,82,8.2942066,2.7057934,11.0,2.7057934,11.0,0.0,0.0,469.450012
108,83,6.7365052,0.46349482,7.2,0.46349482,7.2,0.0,0.0,469.450012
108,84,4.8,2.4,7.2,2.4,7.2,0.0,0.0,469.450012
108,85,9.0802138,1.9197862,11.0,1.9197862,11.0,0.0,0.0,469.450012
108,86,10.812392,11.187608,22.0,11.187608,22.0,0.0,0.0,469.450012
108,87,10.389013,0.61098691,11.0,0.61098691,11.0,0.0,0.0,469.450012
108,88,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,89,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,90,6.0480866,4.9519134,11.0,4.9519134,11.0,0.0,0.0,469.450012
108,91,0.0,22.0,22.0,22.0,22.0,0.0,0.0,469.450012
108,92,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,93,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,94,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,95,8.1877902,2.8122098,11.0,2.8122098,11.0,0.0,0.0,469.450012
108,96,7.4351975,14.564802,22.0,14.564802,22.0,0.0,0.0,469.450012
108,97,7.2,0.0,7.2,0.0,7.2,0.0,0.0,469.450012
108,98,0.0,22.0,22.0,22.0,22.0,0.0,0.0,469.450012
108,99,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,100,7.5649601,3.4350399,11.0,3.4350399,11.0,0.0,0.0,469.450012
108,101,4.8,2.4,7.2,2.4,7.2,0.0,0.0,469.450012
108,102,7.2,0.0,7.2,0.0,7.2,0.0,0.0,469.450012
108,103,9.9870549,1.0129451,11.0,1.0129451,11.0,0.0,0.0,469.450012
108,104,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,105,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,106,11.901437,10.098563,22.0,10.098563,22.0,0.0,0.0,469.450012
108,107,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,108,14.214423,7.7855774,22.0,7.7855774,22.0,0.0,0.0,469.450012
108,109,7.0709664,0.12903355,7.2,0.12903355,7.2,0.0,0.0,469.450012
108,110,7.2,0.0,7.2,0.0,7.2,0.0,0.0,469.450012
108,111,6.5550837,0.64491629,7.2,0.64491629,7.2,0.0,0.0,469.450012
108,112,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,113,7.5239545,3.4760455,11.0,3.4760455,11.0,0.0,0.0,469.450012
108,114,9.5193464,1.4806536,11.0,1.4806536,11.0,0.0,0.0,469.450012
108,115,8.0643174,13.935683,22.0,13.935683,22.0,0.0,0.0,469.450012
108,116,7.2,0.0,7.2,0.0,7.2,0.0,0.0,469.450012
108,117,5.8113919,1.3886081,7.2,1.3886081,7.2,0.0,0.0,469.450012
108,118,6.8257514,0.37424855,7.2,0.37424855,7.2,0.0,0.0,469.450012
108,119,9.1057178,12.894282,22.0,12.894282,22.0,0.0,0.0,469.450012
108,120,7.2,0.0,7.2,0.0,7.2,0.0,0.0,469.450012
108,121,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,122,15.609072,6.3909276,22.0,6.3909276,22.0,0.0,0.0,469.450012
108,123,6.3355505,0.86444954,7.2,0.86444954,7.2,0.0,0.0,469.450012
108,124,8.6255694,2.3744306,11.0,2.3744306,11.0,0.0,0.0,469.450012
108,125,4.8,2.4,7.2,2.4,7.2,0.0,0.0,469.450012
108,126,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,127,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,128,0.0,22.0,22.0,22.0,22.0,0.0,0.0,469.450012
108,129,7.2,0.0,7.2,0.0,7.2,0.0,0.0,469.450012
108,130,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,131,0.0,22.0,22.0,22.0,22.0,0.0,0.0,469.450012
108,132,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,133,5.9083129,1.2916871,7.2,1.2916871,7.2,0.0,0.0,469.450012
108,134,7.8445531,3.1554469,11.0,3.1554469,11.0,0.0,0.0,469.450012
108,135,7.3333333,3.6666667,11.0,3.6666667,11.0,0.0,0.0,469.450012
108,136,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,137,9.7996381,1.2003619,11.0,1.2003619,11.0,0.0,0.0,469.450012
108,138,14.666667,7.3333333,22.0,7.3333333,22.0,0.0,0.0,469.450012
108,139,8.4764546,2.5235454,11.0,2.5235454,11.0,0.0,0.0,469.450012
108,140,4.3705039,17.629496,22.0,17.629496,22.0,0.0,0.0,469.450012
